时间,商品名称,SKU,品牌,一级类目,二级类目,三级类目,店铺名称,供应商简码,供应商名称,是否售完即止,是否影分身,是否虚拟组套,是否虚拟品类,上下柜状态,上柜时间,是否平行库存,是否赠品,SPU编码,条形码,商品价格,仓网类型,重量,RDC,配送中心,上级B配送中心编码,上级B配送中心名称,库存件数,现货库存,内配在途库存,内配入,内配出,已锁定,可用库存,采购未到货,可订购库存,订单预定,VMI库存,不可售,昨日出库商品件数,近7日出库商品件数,近14日出库商品件数,近28日出库商品件数,7日有货天数,14日有货天数,28日有货天数,30日有货天数,预计可售天数,无货pv,月至今无货pv,PV现货率,月至今pv现货率,月至今退供应商件数,B仓京东可用库存
402,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气瞬吸尿不湿清风拉拉裤 L码42片,1.00224890108e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474118e+12,169,自营中小件,1360,成都补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
403,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气瞬吸尿不湿清风拉拉裤 L码42片,1.00224890108e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474118e+12,169,自营中小件,1360,济南补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
404,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气瞬吸尿不湿清风拉拉裤 L码42片,1.00224890108e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474118e+12,169,自营中小件,1360,上海,,23389,苏州补货B,8,8,0,0,0,0,8,0,8,0,0,0,0,0,0,5,7,14,25,27,33.3,0,0,1,1,0,0
405,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气瞬吸尿不湿清风拉拉裤 L码42片,1.00224890108e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474118e+12,169,自营中小件,1360,西安,,23410,西安补货B,13,13,0,0,0,0,13,0,13,0,0,0,0,0,4,9,7,14,27,29,39,0,0,1,1,0,0
406,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气瞬吸尿不湿清风拉拉裤 L码42片,1.00224890108e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474118e+12,169,自营中小件,1360,成都,,23411,成都补货B,11,11,0,0,0,0,11,0,11,0,0,0,0,2,5,8,7,14,28,30,34.2,0,0,1,1,0,0
407,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气瞬吸尿不湿清风拉拉裤 L码42片,1.00224890108e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474118e+12,169,自营中小件,1360,武汉,,23409,武汉补货B,7,7,0,0,0,0,7,0,7,0,0,0,0,0,0,2,7,14,28,30,65.3,0,0,1,1,0,0
408,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气瞬吸尿不湿清风拉拉裤 L码42片,1.00224890108e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474118e+12,169,自营中小件,1360,杭州,,23389,苏州补货B,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,7,14,28,30,20,0,0,1,1,0,0
409,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气瞬吸尿不湿清风拉拉裤 L码42片,1.00224890108e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474118e+12,169,自营中小件,1360,北京,,23217,北京补货B,13,13,0,0,0,0,13,4,17,0,0,0,0,3,4,9,7,14,28,30,40.4,0,0,1,1,0,0
410,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气瞬吸尿不湿清风拉拉裤 L码42片,1.00224890108e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474118e+12,169,自营中小件,1360,重庆,,23411,成都补货B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
411,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气瞬吸尿不湿清风拉拉裤 L码42片,1.00224890108e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474118e+12,169,自营中小件,1360,郑州,,23409,武汉补货B,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0,1,7,14,28,30,30,0,0,1,1,0,0
412,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气瞬吸尿不湿清风拉拉裤 L码42片,1.00224890108e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474118e+12,169,自营中小件,1360,南京,,23389,苏州补货B,4,4,0,0,0,0,4,0,4,0,0,0,0,1,6,8,6,13,27,29,15.4,0,0,1,1,0,0
413,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气瞬吸尿不湿清风拉拉裤 L码42片,1.00224890108e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474118e+12,169,自营中小件,1360,德州,,23412,济南补货B,6,6,0,0,0,0,6,4,10,0,0,0,1,3,6,9,7,14,28,30,18.7,0,0,1,1,0,0
414,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气瞬吸尿不湿清风拉拉裤 L码42片,1.00224890108e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474118e+12,169,自营中小件,1360,沈阳,,23408,沈阳补货B,5,5,0,0,0,0,5,0,5,0,0,0,0,0,4,4,7,14,28,30,35,0,0,1,1,0,0
416,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,广州,,23063,广州补货B,3,3,0,0,0,0,3,0,3,0,0,0,0,1,2,2,7,14,28,30,98,0,0,0,1,0,0
417,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,广州补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
418,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,北京补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
419,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,苏州补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
420,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,沈阳补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
421,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,武汉补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
422,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,西安补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
423,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,成都补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
424,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,济南补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,上海,,23389,苏州补货B,3,3,0,0,0,0,3,0,3,0,0,0,0,0,1,1,7,14,28,30,84,0,0,1,1,0,0
426,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,西安,,23410,西安补货B,7,7,0,0,0,0,7,0,7,0,0,0,0,1,4,4,7,14,28,30,49,0,0,0,1,0,0
427,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,成都,,23411,成都补货B,5,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,7,14,28,30,50,0,0,1,1,0,0
428,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,武汉,,23409,武汉补货B,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,2,7,14,28,30,56,0,0,0,1,0,0
429,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,杭州,,23389,苏州补货B,4,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,14,28,30,40,0,0,0,0,0,0
430,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,北京,,23217,北京补货B,6,6,0,0,0,0,6,0,6,0,0,0,0,1,1,2,7,14,28,30,84,0,0,0,1,0,0
431,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,重庆,,23411,成都补货B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,郑州,,23409,武汉补货B,4,4,0,0,0,0,4,0,4,0,0,0,0,1,1,3,7,14,28,30,28,0,0,1,1,0,0
433,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,长沙,,23409,武汉补货B,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,7,14,28,30,20,0,0,0,0,0,0
434,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,银川,,23410,西安补货B,1,1,0,0,0,0,1,4,5,0,0,0,2,2,2,4,7,14,24,24,6,0,0,1,1,0,0
435,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,南京,,23389,苏州补货B,4,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,14,28,30,40,0,0,0,1,0,0
436,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,德州,,23412,济南补货B,8,8,0,0,0,0,8,0,8,0,0,0,0,0,4,5,6,11,25,27,40,0,0,1,1,0,0
437,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 XL码44片,1.00224890102e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474101e+12,169,自营中小件,1540,沈阳,,23408,沈阳补货B,4,4,0,0,0,0,4,0,4,0,0,0,0,2,2,2,7,14,28,30,56,0,0,1,1,0,0
439,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 M码56片,1.00224890064e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474088e+12,169,自营中小件,1400,广州,,23063,广州补货B,11,11,0,0,0,0,10,0,10,1,0,0,0,0,1,2,7,14,28,30,154,0,0,1,1,0,0
440,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 M码56片,1.00224890064e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474088e+12,169,自营中小件,1400,广州补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 M码56片,1.00224890064e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474088e+12,169,自营中小件,1400,北京补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
442,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 M码56片,1.00224890064e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474088e+12,169,自营中小件,1400,苏州补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
443,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 M码56片,1.00224890064e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474088e+12,169,自营中小件,1400,沈阳补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
444,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 M码56片,1.00224890064e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474088e+12,169,自营中小件,1400,武汉补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
445,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 M码56片,1.00224890064e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474088e+12,169,自营中小件,1400,西安补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
446,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 M码56片,1.00224890064e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474088e+12,169,自营中小件,1400,成都补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
447,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 M码56片,1.00224890064e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474088e+12,169,自营中小件,1400,济南补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
448,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 M码56片,1.00224890064e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474088e+12,169,自营中小件,1400,上海,,23389,苏州补货B,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,14,28,30,42,0,0,1,1,0,0
449,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 M码56片,1.00224890064e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474088e+12,169,自营中小件,1400,西安,,23410,西安补货B,8,8,0,0,0,0,8,0,8,0,0,0,0,0,4,8,7,13,27,29,72,0,0,1,1,0,0
450,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 M码56片,1.00224890064e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474088e+12,169,自营中小件,1400,成都,,23411,成都补货B,5,5,0,0,0,0,5,0,5,0,0,0,0,0,1,1,7,14,28,30,140,0,0,1,1,0,0
451,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 M码56片,1.00224890064e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474088e+12,169,自营中小件,1400,武汉,,23409,武汉补货B,7,7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,7,14,28,30,70,0,0,0,1,0,0
452,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 M码56片,1.00224890064e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474088e+12,169,自营中小件,1400,杭州,,23389,苏州补货B,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,7,14,28,30,20,0,0,0,0,0,0
453,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 M码56片,1.00224890064e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474088e+12,169,自营中小件,1400,北京,,23217,北京补货B,7,7,0,0,0,0,7,0,7,0,0,0,0,0,0,4,7,14,28,30,49,0,0,0,1,0,0
454,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 M码56片,1.00224890064e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474088e+12,169,自营中小件,1400,重庆,,23411,成都补货B,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,7,8,8,8,20,0,0,0,0,0,0
455,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 M码56片,1.00224890064e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474088e+12,169,自营中小件,1400,郑州,,23409,武汉补货B,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,7,14,28,30,20,0,0,0,1,0,0
