时间,商品名称,SKU,品牌,一级类目,二级类目,三级类目,店铺名称,供应商简码,供应商名称,是否售完即止,是否影分身,是否虚拟组套,是否虚拟品类,上下柜状态,上柜时间,是否平行库存,是否赠品,SPU编码,条形码,商品价格,仓网类型,重量,RDC,配送中心,上级B配送中心编码,上级B配送中心名称,库存件数,现货库存,内配在途库存,内配入,内配出,已锁定,可用库存,采购未到货,可订购库存,订单预定,VMI库存,不可售,昨日出库商品件数,近7日出库商品件数,近14日出库商品件数,近28日出库商品件数,7日有货天数,14日有货天数,28日有货天数,30日有货天数,预计可售天数,无货pv,月至今无货pv,PV现货率,月至今pv现货率,月至今退供应商件数,B仓京东可用库存
183,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,银川,,23410,西安补货B,9,9,0,0,0,0,9,0,9,0,0,0,0,0,0,0,7,14,24,24,90,0,0,1,1,0,0
184,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,南京,,23389,苏州补货B,16,16,0,0,0,0,16,0,16,0,0,0,0,0,0,0,7,14,28,30,160,0,0,0,1,0,0
185,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,济宁,,23412,济南补货B,20,20,0,0,0,0,20,0,20,0,0,0,0,0,1,18,7,14,17,17,48.6,0,0,1,1,0,0
186,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,德州,,23412,济南补货B,11,11,0,0,0,0,11,0,11,0,0,0,0,3,6,7,7,11,21,23,21,0,0,1,1,0,0
187,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,沈阳,,23408,沈阳补货B,18,18,0,0,0,0,18,0,18,0,0,0,0,0,3,12,7,14,28,30,42,0,0,1,1,0,0
189,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,广州,,23063,广州补货B,3,3,0,0,0,0,3,0,3,0,0,0,0,0,1,1,7,14,28,30,84,0,0,0,1,0,0
190,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,广州补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
191,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,北京补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
192,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,苏州补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
193,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,沈阳补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,武汉补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
195,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,西安补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
196,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,成都补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
197,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,济南补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,上海,,23389,苏州补货B,6,6,0,0,0,0,6,12,18,0,0,0,0,2,2,13,7,14,27,29,6.8,0,0,1,1,0,0
199,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,西安,,23410,西安补货B,9,9,0,0,0,0,9,0,9,0,0,0,0,0,3,6,7,14,28,30,50.4,0,0,0,0,0,0
200,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,成都,,23411,成都补货B,8,8,0,0,0,0,8,0,8,0,0,0,0,0,3,4,7,11,25,27,200,0,0,1,1,0,0
201,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,武汉,,23409,武汉补货B,15,15,0,0,0,0,15,0,15,0,0,0,0,0,2,2,7,14,22,22,165,0,0,1,1,0,0
202,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,杭州,,23389,苏州补货B,4,4,0,0,0,0,4,0,4,0,0,0,0,0,0,8,7,14,25,26,25,0,0,1,1,0,0
203,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,北京,,23217,北京补货B,14,14,0,0,0,0,14,8,22,0,0,0,2,9,18,31,6,13,27,29,13.5,0,0,1,1,0,0
204,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,郑州,,23409,武汉补货B,3,3,0,0,0,0,3,0,3,0,0,0,0,4,7,10,7,14,28,30,8.4,0,0,1,1,0,0
205,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,兰州,,23410,西安补货B,2,2,0,0,0,0,2,0,2,0,0,0,0,1,2,2,7,13,13,13,4.3,0,0,0,1,0,0
206,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,宿迁,,23389,苏州补货B,2,2,0,0,0,0,2,0,2,0,0,0,2,2,2,2,1,1,1,1,0.3,0,0,1,1,0,0
207,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,银川,,23410,西安补货B,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,7,14,24,24,20,0,0,0,0,0,0
208,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,唐山,,23217,北京补货B,7,7,0,0,0,0,7,0,7,0,0,0,0,0,0,1,7,14,21,21,36.8,0,0,0,1,0,0
209,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,呼和浩特,,23217,北京补货B,2,2,0,0,0,0,2,0,2,0,0,0,0,0,2,3,7,14,28,30,18.7,0,0,0,1,0,0
210,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,南京,,23389,苏州补货B,9,9,0,0,0,0,9,0,9,0,0,0,0,1,8,13,7,14,26,28,117,0,0,0,1,0,0
211,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,德州,,23412,济南补货B,12,12,0,0,0,0,12,0,12,0,0,0,0,6,12,23,7,14,27,29,14.1,0,1,0,0.888888889,0,0
212,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,鹤壁,,23409,武汉补货B,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,14,28,30,50,0,0,1,1,0,0
213,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXXXL码36片,1.002248901e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474156e+12,169,自营中小件,1360,沈阳,,23408,沈阳补货B,17,17,0,0,0,0,17,0,17,0,0,0,0,4,4,20,7,14,28,30,23.8,0,0,1,1,0,0
215,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,广州,,23063,广州补货B,6,6,0,0,0,0,6,0,6,0,0,0,0,0,2,3,7,14,28,30,56,0,0,0,1,0,0
216,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,广州补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
217,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,北京补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
218,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,苏州补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,沈阳补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
220,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,武汉补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,西安补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,成都补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,济南补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
224,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,上海,,23389,苏州补货B,8,8,0,0,0,0,8,12,20,0,0,0,1,1,1,10,7,14,25,27,13.3,0,0,0,1,0,0
225,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,西安,,23410,西安补货B,11,11,0,0,0,0,11,0,11,0,0,0,2,4,7,17,7,14,26,26,20.4,0,1,0,0.75,0,0
226,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,成都,,23411,成都补货B,6,6,0,0,0,0,6,4,10,0,0,0,2,5,13,19,7,10,24,26,7.6,0,0,1,1,0,0
227,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,武汉,,23409,武汉补货B,2,2,0,0,0,0,2,4,6,0,0,0,0,1,1,3,7,14,28,30,14,0,0,1,1,0,0
228,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,杭州,,23389,苏州补货B,5,5,0,0,0,0,5,0,5,0,0,0,0,0,0,3,7,14,28,30,140,0,0,0,1,0,0
229,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,北京,,23217,北京补货B,15,15,0,0,0,0,14,8,22,1,0,0,0,0,2,15,7,14,28,30,26.1,0,0,1,1,0,0
230,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,重庆,,23411,成都补货B,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
231,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,郑州,,23409,武汉补货B,1,1,0,0,0,0,1,8,9,0,0,0,0,8,9,13,7,14,28,30,2.3,0,0,1,1,0,0
232,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,石家庄,,23412,济南补货B,4,4,0,0,0,0,4,0,4,0,0,0,0,1,1,4,1,1,1,1,1.3,0,0,0,0,0,0
233,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,长沙,,23409,武汉补货B,1,1,0,0,0,0,1,4,5,0,0,0,0,1,1,1,7,14,28,30,28,0,0,0,1,0,0
234,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,兰州,,23410,西安补货B,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
235,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,南京,,23389,苏州补货B,4,4,0,0,0,0,4,0,4,0,0,0,0,0,3,7,3,9,22,24,22,0,0,0,1,0,0
236,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风拉拉裤 XL码40片,1.00173705541e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474125e+12,169,自营中小件,1350,德州,,23412,济南补货B,25,25,0,0,0,0,25,0,25,0,0,0,0,3,11,24,7,14,28,30,29.2,0,0,0,1,0,0
